node,node_type,in_degree,out_degree,total_degree,betweenness,pagerank,in_cycle,scc_id,scc_size
Injection_procedure,regular,0,2,2,0.000000,0.001015,False,202,1
Injury,regular,0,2,2,0.000000,0.001015,False,203,1
Insulin,regular,0,1,1,0.000000,0.001015,False,204,1
Intestinal_Microbiome,regular,0,2,2,0.000000,0.001015,False,205,1
Intubation_Intratracheal,regular,0,1,1,0.000000,0.001015,False,206,1
Ions,regular,0,1,1,0.000000,0.001015,False,207,1
Iron,regular,0,1,1,0.000000,0.001015,False,208,1
Juxtaglomerular_tumor,regular,0,1,1,0.000000,0.001015,False,209,1
Kidney_Transplantation,regular,0,1,1,0.000000,0.001015,False,210,1
Leptin,regular,0,1,1,0.000000,0.001015,False,211,1
Licorice,regular,0,1,1,0.000000,0.001015,False,212,1
Ligation,regular,0,1,1,0.000000,0.001015,False,213,1
Lipids,regular,0,1,1,0.000000,0.001015,False,214,1
Lipopolysaccharides,regular,0,2,2,0.000000,0.001015,False,215,1
Liquid_substance,regular,0,1,1,0.000000,0.001015,False,216,1
Magnesium,regular,0,1,1,0.000000,0.001015,False,217,1
Malnutrition,regular,0,1,1,0.000000,0.001015,False,218,1
MAPT,regular,0,1,1,0.000000,0.001015,False,219,1
MAPT_protein_human_MAPT,regular,0,1,1,0.000000,0.001015,False,220,1
Memory_impairment,regular,0,1,1,0.000000,0.001015,False,221,1
Mental_deterioration,regular,0,1,1,0.000000,0.001015,False,222,1
Metabolic_syndrome,regular,0,1,1,0.000000,0.001015,False,223,1
Metals,regular,0,1,1,0.000000,0.001015,False,224,1
MicroRNAs,regular,0,2,2,0.000000,0.001015,False,225,1
Mineralocorticoid_Receptor,regular,0,1,1,0.000000,0.001015,False,226,1
Mineralocorticoids,regular,0,1,1,0.000000,0.001015,False,227,1
Mutation,regular,0,2,2,0.000000,0.001015,False,228,1
Na_K_Exchanging_ATPase,regular,0,1,1,0.000000,0.001015,False,229,1
Neoplasm,regular,0,1,1,0.000000,0.001015,False,230,1
Neoplasm_Metastasis,regular,0,1,1,0.000000,0.001015,False,231,1
Nephrectomy,regular,0,1,1,0.000000,0.001015,False,232,1
Nerve_Degeneration,regular,0,1,1,0.000000,0.001015,False,233,1
neuronal,regular,0,1,1,0.000000,0.001015,False,234,1
neuron_loss,regular,0,1,1,0.000000,0.001015,False,235,1
Neurotoxins,regular,0,1,1,0.000000,0.001015,False,236,1
NG_Nitroarginine_Methyl_Ester,regular,0,1,1,0.000000,0.001015,False,237,1
Nicotine,regular,0,1,1,0.000000,0.001015,False,238,1
Nicotinic_Receptors,regular,0,1,1,0.000000,0.001015,False,239,1
Nitric_Oxide,regular,0,2,2,0.000000,0.001015,False,240,1
Nitric_Oxide_Synthase,regular,0,1,1,0.000000,0.001015,False,241,1
Nitroarginine,regular,0,1,1,0.000000,0.001015,False,242,1
Noise,regular,0,1,1,0.000000,0.001015,False,243,1
Norepinephrine,regular,0,1,1,0.000000,0.001015,False,244,1
NOS3_protein_human_NOS3,regular,0,1,1,0.000000,0.001015,False,245,1
Obstruction,regular,0,1,1,0.000000,0.001015,False,246,1
Okadaic_Acid,regular,0,1,1,0.000000,0.001015,False,247,1
Operative_Surgical_Procedures,regular,0,1,1,0.000000,0.001015,False,248,1
Ouabain,regular,0,1,1,0.000000,0.001015,False,249,1
Overweight,regular,0,1,1,0.000000,0.001015,False,250,1
Oxidation,regular,0,1,1,0.000000,0.001015,False,251,1
Oxidative_Stress,regular,0,2,2,0.000000,0.001015,False,252,1
Paraganglioma,regular,0,1,1,0.000000,0.001015,False,253,1
Pathologic_Processes,regular,0,1,1,0.000000,0.001015,False,254,1
Peptidyl_Dipeptidase_A,regular,0,1,1,0.000000,0.001015,False,255,1
Perinephritis,regular,0,1,1,0.000000,0.001015,False,256,1
Pharmacotherapy,regular,0,1,1,0.000000,0.001015,False,257,1
Phenylephrine,regular,0,1,1,0.000000,0.001015,False,258,1
Pheochromocytoma,regular,0,1,1,0.000000,0.001015,False,259,1
Plasma,regular,0,1,1,0.000000,0.001015,False,260,1
Players,regular,0,1,1,0.000000,0.001015,False,261,1
Polymorphism_Genetic,regular,0,2,2,0.000000,0.001015,False,262,1
Potassium,regular,0,1,1,0.000000,0.001015,False,263,1
presenilin,regular,0,1,1,0.000000,0.001015,False,264,1
presenilin_1,regular,0,1,1,0.000000,0.001015,False,265,1
Pressors,regular,0,1,1,0.000000,0.001015,False,266,1
Prions,regular,0,1,1,0.000000,0.001015,False,267,1
Prostaglandins,regular,0,1,1,0.000000,0.001015,False,268,1
PS2_protein_alzheimer_associated_PSEN2,regular,0,1,1,0.000000,0.001015,False,269,1
PSEN1,regular,0,1,1,0.000000,0.001015,False,270,1
Rare_Diseases,regular,0,1,1,0.000000,0.001015,False,271,1
Reactive_Oxygen_Species,regular,0,2,2,0.000000,0.001015,False,272,1
receptor,regular,0,2,2,0.000000,0.001015,False,273,1
Recombinant_Erythropoietin,regular,0,1,1,0.000000,0.001015,False,274,1
Renal_artery_occlusion,regular,0,1,1,0.000000,0.001015,False,275,1
Renal_Artery_Stenosis,regular,0,1,1,0.000000,0.001015,False,276,1
Renal_infarction,regular,0,1,1,0.000000,0.001015,False,277,1
Renal_ischaemia,regular,0,1,1,0.000000,0.001015,False,278,1
Renal_vascular_disorders_NOS,regular,0,1,1,0.000000,0.001015,False,279,1
