"node","in_degree","out_degree","total_degree","betweenness","is_exposure","is_outcome","in_scc"
"Angiogenesis_Factor",0,1,1,0,FALSE,FALSE,FALSE
"Pre_Eclampsia",14,9,23,0.000207599357855085,FALSE,FALSE,TRUE
"Angiogenesis_Inhibitors",0,3,3,0,FALSE,FALSE,FALSE
"Angioplasty_Transluminal_Percutaneous_Coronary",0,1,1,0,FALSE,FALSE,FALSE
"Angiotensin_Converting_Enzyme_Inhibitors",0,1,1,0,FALSE,FALSE,FALSE
"Angiotensin_I",0,1,1,0,FALSE,FALSE,FALSE
"Angiotensin_II",0,59,59,0,FALSE,FALSE,FALSE
"Anabolism",7,0,7,0,FALSE,FALSE,FALSE
"Aneurysm",2,0,2,0,FALSE,FALSE,FALSE
"Aortic_Aneurysm",1,1,2,6.3239030279556e-09,FALSE,FALSE,FALSE
"Aortic_Aneurysm_Abdominal",3,1,4,6.3239030279556e-09,FALSE,FALSE,FALSE
"Autophagy",8,0,8,0,FALSE,FALSE,FALSE
"Blood_Pressure",3,0,3,0,FALSE,FALSE,FALSE
"Cardiac_Hypertrophy",22,1,23,3.4820965241939e-05,FALSE,FALSE,TRUE
"Cardiac_dysfunction",2,0,2,0,FALSE,FALSE,FALSE
"Cardiac_fibrosis",2,1,3,0,FALSE,FALSE,TRUE
"Desire_for_food",1,0,1,0,FALSE,FALSE,FALSE
"Down_Regulation",11,0,11,0,FALSE,FALSE,FALSE
"Encounter_due_to_vagabond_status",3,1,4,0,FALSE,FALSE,FALSE
"Exocytosis",15,0,15,0,FALSE,FALSE,FALSE
"Falls",13,1,14,2.47088944420065e-07,FALSE,FALSE,FALSE
"Human_cells",5,0,5,0,FALSE,FALSE,FALSE
"Hypertrophy_Left_Ventricular",7,1,8,0,FALSE,FALSE,TRUE
"Increase_in_blood_pressure",2,0,2,0,FALSE,FALSE,FALSE
"Infiltration",7,3,10,7.17167366108107e-07,FALSE,FALSE,TRUE
"Mouse_Model",8,0,8,0,FALSE,FALSE,FALSE
"Renal_fibrosis",3,2,5,1.33328955506064e-07,FALSE,FALSE,TRUE
"Responsive_Disease",5,2,7,3.39166143600252e-07,FALSE,FALSE,FALSE
"Senility",6,1,7,3.72165192648403e-06,FALSE,FALSE,FALSE
"Signal_Transduction",11,0,11,0,FALSE,FALSE,FALSE
"Systemic_arterial_pressure",2,0,2,0,FALSE,FALSE,FALSE
"Thickened",1,1,2,2.0123562849673e-07,FALSE,FALSE,FALSE
"Thirst",2,0,2,0,FALSE,FALSE,FALSE
"Up_Regulation_Physiology",10,0,10,0,FALSE,FALSE,FALSE
"Vascular_inflammations",1,1,2,0,FALSE,FALSE,FALSE
"Vascular_proliferation",1,0,1,0,FALSE,FALSE,FALSE
"Water_consumption",2,0,2,0,FALSE,FALSE,FALSE
"X_Injury_of_blood_vessel_s_of_unspecified_body_region",3,2,5,1.6068903684123e-06,FALSE,FALSE,FALSE
"cardiac_muscle_cell_hypertrophy",1,0,1,0,FALSE,FALSE,FALSE
"cell_motility",4,0,4,0,FALSE,FALSE,FALSE
"fibroblast_proliferation",1,0,1,0,FALSE,FALSE,FALSE
"release_of_sequestered_calcium_ion_into_cytoplasm",4,0,4,0,FALSE,FALSE,FALSE
"uptake",7,0,7,0,FALSE,FALSE,FALSE
"Angiotensins",0,4,4,0,FALSE,FALSE,FALSE
"Aniline",0,1,1,0,FALSE,FALSE,FALSE
"Anorexia",3,1,4,5.111651405694e-07,FALSE,FALSE,FALSE
"Malnutrition",16,15,31,0.00108661297293672,FALSE,FALSE,TRUE
"Anorexia_Nervosa",0,1,1,0,FALSE,FALSE,FALSE
"Anoxia",0,1,1,0,FALSE,FALSE,FALSE
"Anthracyclines",0,2,2,0,FALSE,FALSE,FALSE
"Anti_Anxiety_Agents",0,0,0,0,FALSE,FALSE,FALSE
"Anti_Arrhythmia_Agents",0,1,1,0,FALSE,FALSE,FALSE
"Anti_Inflammatory_Agents",0,2,2,0,FALSE,FALSE,FALSE
"Anti_Inflammatory_Agents_Non_Steroidal",0,4,4,0,FALSE,FALSE,FALSE
"Antibiotics",0,5,5,0,FALSE,FALSE,FALSE
"imbalance",11,26,37,0.00029630683342671,FALSE,FALSE,TRUE
"Antibodies",0,7,7,0,FALSE,FALSE,FALSE
"Rare_Diseases",16,8,24,0.000278092615977129,FALSE,FALSE,TRUE
"Thrombosis",42,22,64,0.00155269826717746,FALSE,FALSE,TRUE
"Antibodies_Anti_Idiotypic",0,1,1,0,FALSE,FALSE,FALSE
"Anticholinergic_Agents",0,0,0,0,FALSE,FALSE,FALSE
"Anticoagulant_therapy",0,0,0,0,FALSE,FALSE,FALSE
"Anticoagulants",0,1,1,0,FALSE,FALSE,FALSE
"Antidepressive_Agents",0,0,0,0,FALSE,FALSE,FALSE
"Antidepressive_Agents_Tricyclic",0,0,0,0,FALSE,FALSE,FALSE
"Antiepileptic_Agents",0,1,1,0,FALSE,FALSE,FALSE
"Antifungal_Agents",0,0,0,0,FALSE,FALSE,FALSE
"Antigen_Antibody_Complex",0,2,2,0,FALSE,FALSE,FALSE
"Antigens",0,6,6,0,FALSE,FALSE,FALSE
"Antihistamines",0,0,0,0,FALSE,FALSE,FALSE
"Antihypertensive_Agents",0,1,1,0,FALSE,FALSE,FALSE
"Antineoplastic_Agents",0,3,3,0,FALSE,FALSE,FALSE
"Antineutrophil_Cytoplasmic_Antibodies",0,0,0,0,FALSE,FALSE,FALSE
"Antioxidants",0,25,25,0,FALSE,FALSE,FALSE
"Chronic_Obstructive_Airway_Disease",9,6,15,3.86281486549548e-05,FALSE,FALSE,TRUE
"DNA_Damage",18,0,18,0,FALSE,FALSE,FALSE
"Oxidative_Damage",8,0,8,0,FALSE,FALSE,FALSE
"Antiphospholipid_Antibodies",0,1,1,0,FALSE,FALSE,FALSE
"Antiphospholipid_Syndrome",1,1,2,0,FALSE,FALSE,TRUE
"Antipsychotic_Agents",0,4,4,0,FALSE,FALSE,FALSE
"Metabolic_syndrome",8,10,18,6.90943792741166e-05,FALSE,FALSE,TRUE
"Antitubercular_Agents",0,0,0,0,FALSE,FALSE,FALSE
"Aortic_Rupture",0,1,1,0,FALSE,FALSE,FALSE
"Aortic_Valve_Insufficiency",3,2,5,7.92158230536602e-07,FALSE,FALSE,TRUE
"Aortic_Valve_Stenosis",0,4,4,0,FALSE,FALSE,FALSE
"Aortic_coarctation",0,1,1,0,FALSE,FALSE,FALSE
"Aortic_occlusion",0,1,1,0,FALSE,FALSE,FALSE
"Aortocaval_fistula",0,1,1,0,FALSE,FALSE,FALSE
"Apnea",1,1,2,4.96878095053654e-08,FALSE,FALSE,FALSE
"Apolipoprotein_E4",0,1,1,0,FALSE,FALSE,FALSE
"Apolipoprotein_E_APOE",0,2,2,0,FALSE,FALSE,FALSE
"Appendicitis",0,0,0,0,FALSE,FALSE,FALSE
"Aquatic_environment",0,0,0,0,FALSE,FALSE,FALSE
"Arachidonic_Acid",0,5,5,0,FALSE,FALSE,FALSE
"Arboviruses",0,0,0,0,FALSE,FALSE,FALSE
"Arenavirus",0,0,0,0,FALSE,FALSE,FALSE
"Arginine",0,8,8,0,FALSE,FALSE,FALSE
"Pancreatitis_Acute",2,1,3,2.31876444358372e-08,FALSE,FALSE,FALSE
"insulin_secretion",2,0,2,0,FALSE,FALSE,FALSE
"Argipressin",0,7,7,0,FALSE,FALSE,FALSE
"Anti_diuresis",1,0,1,0,FALSE,FALSE,FALSE
"Hyponatremia",4,2,6,2.63179764346752e-07,FALSE,FALSE,FALSE
"Aromatic_Amines",0,1,1,0,FALSE,FALSE,FALSE
"Arrhythmogenic_Right_Ventricular_Dysplasia",1,1,2,0,FALSE,FALSE,FALSE
"Arsenic",0,3,3,0,FALSE,FALSE,FALSE
"Arteriosclerosis",15,11,26,0.000388922461021879,FALSE,FALSE,TRUE
"Cerebral_Infarction",6,2,8,0,FALSE,FALSE,TRUE
"Coronary_Arteriosclerosis",16,22,38,0.000308526505693988,FALSE,FALSE,TRUE
"Myocardial_Infarction",49,35,84,0.00205733558651298,FALSE,FALSE,TRUE
"Peripheral_Vascular_Diseases",2,3,5,6.95629333075116e-08,FALSE,FALSE,TRUE
"Stenosis",11,13,24,0.000562216631920996,FALSE,FALSE,TRUE
"Vascular_Diseases",8,6,14,6.87693340549926e-06,FALSE,FALSE,TRUE
"Arthritis",7,2,9,5.61754631035829e-07,FALSE,FALSE,TRUE
"Arthrodermataceae",0,0,0,0,FALSE,FALSE,FALSE
"Arthropathies_NOS",1,1,2,0,FALSE,FALSE,FALSE
"Arthroplasty_Replacement_Knee",0,0,0,0,FALSE,FALSE,FALSE
"Arthropods",0,0,0,0,FALSE,FALSE,FALSE
"Asbestos",0,6,6,0,FALSE,FALSE,FALSE
"Asbestos_exposure",0,0,0,0,FALSE,FALSE,FALSE
"Ascomycota",0,0,0,0,FALSE,FALSE,FALSE
"Ascorbic_Acid",0,1,1,0,FALSE,FALSE,FALSE
"Ascorbic_Acid_Deficiency",0,0,0,0,FALSE,FALSE,FALSE
"Aspergillosis",0,1,1,0,FALSE,FALSE,FALSE
"Aspergillus",0,0,0,0,FALSE,FALSE,FALSE
"Aspergillus_fumigatus",0,0,0,0,FALSE,FALSE,FALSE
"Aspergillus_species",0,0,0,0,FALSE,FALSE,FALSE
"Asphyxia",1,1,2,5.35099486980858e-09,FALSE,FALSE,FALSE
"Asphyxia_Neonatorum",0,1,1,0,FALSE,FALSE,FALSE
"Aspiration_Pneumonia",0,1,1,0,FALSE,FALSE,FALSE
"Aspiration_action",0,1,1,0,FALSE,FALSE,FALSE
"Aspirin",0,1,1,0,FALSE,FALSE,FALSE
"Asthenia",3,1,4,1.91852742893137e-09,FALSE,FALSE,FALSE
"Astrovirus",0,0,0,0,FALSE,FALSE,FALSE
"Asymptomatic",0,0,0,0,FALSE,FALSE,FALSE
"Ataxia",2,1,3,3.90603980914599e-09,FALSE,FALSE,FALSE
"Cardiovascular_morbidity",5,0,5,0,FALSE,FALSE,FALSE
"Cerebrovascular_Disorders",2,4,6,7.03133986725604e-06,FALSE,FALSE,TRUE
"Coronary_Aneurysm",1,1,2,0,FALSE,FALSE,TRUE
"Coronary_heart_disease",5,6,11,4.93957125519394e-06,FALSE,FALSE,TRUE
"Erectile_dysfunction",14,0,14,0,FALSE,FALSE,FALSE
"Heart_Diseases",10,13,23,9.31789569467537e-05,FALSE,FALSE,TRUE
"Myocardial_Ischemia",27,19,46,0.000192234236534585,FALSE,FALSE,TRUE
"Renal_Artery_Stenosis",3,5,8,0.000137802621026883,FALSE,FALSE,TRUE
"Stenosis_unspecified",5,13,18,0.000487610868007234,FALSE,FALSE,TRUE
"Stroke_Acute",2,2,4,1.39125866615023e-08,FALSE,FALSE,FALSE
"Atherosclerotic_renal_artery_stenosis",0,2,2,0,FALSE,FALSE,FALSE
"Secondary_hypertension_NOS",5,0,5,0,FALSE,FALSE,FALSE
"Atrazine",0,2,2,0,FALSE,FALSE,FALSE
"Cardioembolic_stroke",1,0,1,0,FALSE,FALSE,FALSE
"Cerebral_Embolism",1,1,2,0,FALSE,FALSE,TRUE
"Embolic_stroke",1,0,1,0,FALSE,FALSE,FALSE
"Thrombus",2,9,11,0.000383292227116575,FALSE,FALSE,TRUE
"Atrial_Premature_Complexes",0,1,1,0,FALSE,FALSE,FALSE
"Atropine",0,2,2,0,FALSE,FALSE,FALSE
"Attention_deficit_hyperactivity_disorder",0,0,0,0,FALSE,FALSE,FALSE
"Atypical_Mycobacteria",0,0,0,0,FALSE,FALSE,FALSE
"Atypical_antipsychotic",0,0,0,0,FALSE,FALSE,FALSE
"Aurothioglucose",0,1,1,0,FALSE,FALSE,FALSE
"Autism_spectrum_disorder",0,0,0,0,FALSE,FALSE,FALSE
"Autistic_Disorder",0,0,0,0,FALSE,FALSE,FALSE
"Autoantibodies",0,3,3,0,FALSE,FALSE,FALSE
"Autoantigens",0,1,1,0,FALSE,FALSE,FALSE
"Autoimmune",0,1,1,0,FALSE,FALSE,FALSE
"Autoimmune_Diseases",11,5,16,3.3527932294219e-05,FALSE,FALSE,TRUE
"Autoimmune_Response",0,0,0,0,FALSE,FALSE,FALSE
"Autoimmunity",2,0,2,0,FALSE,FALSE,FALSE
"Autonomic_Dysreflexia",3,1,4,9.81545600165918e-06,FALSE,FALSE,TRUE
"Autopsy",0,0,0,0,FALSE,FALSE,FALSE
"Avian_Sarcoma_Viruses",0,1,1,0,FALSE,FALSE,FALSE
"Avian_influenza_virus_highly_pathogenic",0,0,0,0,FALSE,FALSE,FALSE
"Axotomy",0,2,2,0,FALSE,FALSE,FALSE
"Azathioprine",0,1,1,0,FALSE,FALSE,FALSE
"Azoxymethane",0,1,1,0,FALSE,FALSE,FALSE
"BARRIER",0,3,3,0,FALSE,FALSE,FALSE
"BAX_gene_BAX",0,1,1,0,FALSE,FALSE,FALSE
"BK_Virus",0,2,2,0,FALSE,FALSE,FALSE
"BMP1_PRCP_PGPEP1",0,1,1,0,FALSE,FALSE,FALSE
"B_HT920",0,1,1,0,FALSE,FALSE,FALSE
"Bacillus_Calmette_Guerin",0,1,1,0,FALSE,FALSE,FALSE
"Bacillus_anthracis",0,0,0,0,FALSE,FALSE,FALSE
"Bacteria",0,8,8,0,FALSE,FALSE,FALSE
"Premature_Birth",13,5,18,0.000134304613748169,FALSE,FALSE,FALSE
"Bacteria_Anaerobic",0,0,0,0,FALSE,FALSE,FALSE
"Bacterial_Endocarditis",0,1,1,0,FALSE,FALSE,FALSE
"Bacterial_Infections",0,5,5,0,FALSE,FALSE,FALSE
"Bacterial_Toxins",0,0,0,0,FALSE,FALSE,FALSE
"Bacterial_Vaginosis",1,1,2,0,FALSE,FALSE,FALSE
"Bacterial_product",0,1,1,0,FALSE,FALSE,FALSE
"Bacterial_resistance",0,1,1,0,FALSE,FALSE,FALSE
"Balloon_Occlusion",0,2,2,0,FALSE,FALSE,FALSE
"Balloon_dilatation_catheter",0,0,0,0,FALSE,FALSE,FALSE
"Banding_procedure",0,7,7,0,FALSE,FALSE,FALSE
"Hypertrophy_Right_Ventricular",2,0,2,0,FALSE,FALSE,FALSE
"Bands",0,0,0,0,FALSE,FALSE,FALSE
"Barbiturates",0,1,1,0,FALSE,FALSE,FALSE
"Baresthesia",0,1,1,0,FALSE,FALSE,FALSE
"Bariatric_Surgery",0,1,1,0,FALSE,FALSE,FALSE
"Barium",0,1,1,0,FALSE,FALSE,FALSE
"Bartonella",0,0,0,0,FALSE,FALSE,FALSE
"Bartonella_henselae",0,0,0,0,FALSE,FALSE,FALSE
"Basidiomycota",0,0,0,0,FALSE,FALSE,FALSE
"Basis",0,0,0,0,FALSE,FALSE,FALSE
"Batrachochytrium_dendrobatidis",0,0,0,0,FALSE,FALSE,FALSE
"Bay_K_8644",0,1,1,0,FALSE,FALSE,FALSE
"Beak_and_feather_disease_virus",0,0,0,0,FALSE,FALSE,FALSE
"Bed_rest",0,2,2,0,FALSE,FALSE,FALSE
"Begomovirus",0,0,0,0,FALSE,FALSE,FALSE
"Benzene",0,2,2,0,FALSE,FALSE,FALSE
"Benzodiazepines",0,0,0,0,FALSE,FALSE,FALSE
"Beriberi",0,0,0,0,FALSE,FALSE,FALSE
"Beta_hemolytic_streptococcus",0,0,0,0,FALSE,FALSE,FALSE
"Betacoronavirus",0,1,1,0,FALSE,FALSE,FALSE
"Bethanechol",0,1,1,0,FALSE,FALSE,FALSE
"Beverages",0,1,1,0,FALSE,FALSE,FALSE
"Bezoars",0,0,0,0,FALSE,FALSE,FALSE
"Biallelic_Mutation",0,1,1,0,FALSE,FALSE,FALSE
"Bilateral_hyperplasia",0,2,2,0,FALSE,FALSE,FALSE
"Bilateral_renal_artery_stenosis",0,1,1,0,FALSE,FALSE,FALSE
"Bile_Acids",0,4,4,0,FALSE,FALSE,FALSE
"Bile_Salts",0,0,0,0,FALSE,FALSE,FALSE
"Biliary_Atresia",0,1,1,0,FALSE,FALSE,FALSE
"Biliary_calculi",0,0,0,0,FALSE,FALSE,FALSE
"Bilirubin",0,2,2,0,FALSE,FALSE,FALSE
"Brain_Injuries",13,6,19,6.77075482609967e-05,FALSE,FALSE,FALSE
"Biocompatible_Materials",0,2,2,0,FALSE,FALSE,FALSE
"Biological_Factors",0,0,0,0,FALSE,FALSE,FALSE
"Biological_Models",0,0,0,0,FALSE,FALSE,FALSE
"Biological_Products",0,0,0,0,FALSE,FALSE,FALSE
"Biological_Response_Modifiers",0,3,3,0,FALSE,FALSE,FALSE
"Biopsy",0,0,0,0,FALSE,FALSE,FALSE
"Bipolar_Disorder",0,0,0,0,FALSE,FALSE,FALSE
"Bladder_outlet_obstruction",0,1,1,0,FALSE,FALSE,FALSE
"Blast",0,1,1,0,FALSE,FALSE,FALSE
"Traumatic_Brain_Injury",4,17,21,8.3130250495606e-05,FALSE,FALSE,FALSE
"Bleeding_varices",0,1,1,0,FALSE,FALSE,FALSE
"Bleomycin",0,6,6,0,FALSE,FALSE,FALSE
"Hypertension_Pulmonary",45,5,50,0.000869478763472847,FALSE,FALSE,TRUE
"Blind_Vision",13,1,14,7.04082257096574e-08,FALSE,FALSE,FALSE
"Blood",0,1,1,0,FALSE,FALSE,FALSE
"Cerebral_Hemorrhage",5,1,6,1.39125866615023e-07,FALSE,FALSE,FALSE
"Blood_Coagulation_Disorders",4,2,6,3.62221198679404e-06,FALSE,FALSE,TRUE
"Blood_Glucose",0,2,2,0,FALSE,FALSE,FALSE
"Blood_Pressure_Monitoring_Ambulatory",0,1,1,0,FALSE,FALSE,FALSE
"Blood_Transfusion",0,0,0,0,FALSE,FALSE,FALSE
"Bluetongue_virus",0,0,0,0,FALSE,FALSE,FALSE
"Body_Weight_decreased",4,0,4,0,FALSE,FALSE,FALSE
"Bombesin",0,1,1,0,FALSE,FALSE,FALSE
"Bone_Diseases",4,0,4,0,FALSE,FALSE,FALSE
"Bone_Wires",0,0,0,0,FALSE,FALSE,FALSE
"Bone_plates",0,0,0,0,FALSE,FALSE,FALSE
"Bontoxilysin",0,0,0,0,FALSE,FALSE,FALSE
"Borg_Category_Ratio_10_Perceived_Exertion_Score_5",0,0,0,0,FALSE,FALSE,FALSE
"Borna_disease_virus",0,0,0,0,FALSE,FALSE,FALSE
"Borrelia",0,0,0,0,FALSE,FALSE,FALSE
"Borrelia_burgdorferi",0,1,1,0,FALSE,FALSE,FALSE
"Botryosphaeria_dothidea",0,0,0,0,FALSE,FALSE,FALSE
"Botrytis_cinerea",0,0,0,0,FALSE,FALSE,FALSE
"Botulinum_Toxins",0,0,0,0,FALSE,FALSE,FALSE
"Bradykinin",0,5,5,0,FALSE,FALSE,FALSE
"Brain_Concussion",0,0,0,0,FALSE,FALSE,FALSE
"Brain_Diseases",0,1,1,0,FALSE,FALSE,FALSE
"Intracranial_Hypertension",5,3,8,0.000212160696086034,FALSE,FALSE,TRUE
"Cerebral_Palsy",3,1,4,4.6353632752369e-07,FALSE,FALSE,FALSE
"Epilepsy",16,2,18,3.56066803384857e-06,FALSE,FALSE,FALSE
"Seizures",18,2,20,3.38194766372987e-06,FALSE,FALSE,FALSE
"Brain_Ischemia",0,1,1,0,FALSE,FALSE,FALSE
"Brain_hemorrhage",1,1,2,0,FALSE,FALSE,FALSE
"Bronchiolitis",0,2,2,0,FALSE,FALSE,FALSE
"Bronchiolitis_Obliterans",0,1,1,0,FALSE,FALSE,FALSE
"Bronchopneumonia",0,1,1,0,FALSE,FALSE,FALSE
"Brucella",0,0,0,0,FALSE,FALSE,FALSE
"Brucellosis",0,0,0,0,FALSE,FALSE,FALSE
"Bunyaviridae",0,0,0,0,FALSE,FALSE,FALSE
"Bupivacaine",0,3,3,0,FALSE,FALSE,FALSE
"Burkholderia_pseudomallei",0,0,0,0,FALSE,FALSE,FALSE
"Bursaphelenchus_xylophilus",0,0,0,0,FALSE,FALSE,FALSE
"Butadiene",0,1,1,0,FALSE,FALSE,FALSE
"CA2",0,3,3,0,FALSE,FALSE,FALSE
"CADASIL",2,1,3,0,FALSE,FALSE,TRUE
"CARDIAC_causes",0,1,1,0,FALSE,FALSE,FALSE
"CAROTID_DISEASE",0,1,1,0,FALSE,FALSE,FALSE
"CATALASE",0,1,1,0,FALSE,FALSE,FALSE
"CCM1_gene_KRIT1",0,1,1,0,FALSE,FALSE,FALSE
"CD48_wt_Allele",0,1,1,0,FALSE,FALSE,FALSE
"CD4_gene_CD4",0,1,1,0,FALSE,FALSE,FALSE
"CD69_protein_human_CD69",0,2,2,0,FALSE,FALSE,FALSE
"CD8B1_gene_CD8B",0,0,0,0,FALSE,FALSE,FALSE
"CDKN1A_TCEAL1_NSG1_H3F3AP6",0,1,1,0,FALSE,FALSE,FALSE
"CDKN2A_gene_CDKN2A",0,2,2,0,FALSE,FALSE,FALSE
"COLLAGENASE",0,2,2,0,FALSE,FALSE,FALSE
"Acclimatization",2,0,2,0,FALSE,FALSE,FALSE
"Acute_Hypoxemic_Respiratory_Failure",1,0,1,0,FALSE,FALSE,FALSE
"Acute_illness",1,0,1,0,FALSE,FALSE,FALSE
"Cardiac_complication",3,1,4,0,FALSE,FALSE,FALSE
"Challenge",1,0,1,0,FALSE,FALSE,FALSE
"Childbirth",1,0,1,0,FALSE,FALSE,FALSE
"Chronic_Disease",6,6,12,4.2848718515342e-05,FALSE,FALSE,TRUE
"Coitus",1,0,1,0,FALSE,FALSE,FALSE
"Coronavirus_Infections",1,2,3,0,FALSE,FALSE,TRUE
"Critical_Illness",1,1,2,0,FALSE,FALSE,FALSE
"Cytokine_Release_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Cytokine_Storm",3,3,6,9.83822275213007e-07,FALSE,FALSE,TRUE
"Decreased_Immunologic_Activity_PE",3,1,4,0.000152193129168392,FALSE,FALSE,TRUE
"Depressive_Symptoms",2,0,2,0,FALSE,FALSE,FALSE
"Diabetic_Ketoacidosis",3,2,5,3.62721009389167e-08,FALSE,FALSE,FALSE
"Discharge_body_substance",1,1,2,0,FALSE,FALSE,FALSE
"Dyspnea",3,1,4,0,FALSE,FALSE,FALSE
"Enrollment",1,0,1,0,FALSE,FALSE,FALSE
"Fatigue",1,0,1,0,FALSE,FALSE,FALSE
"Fever",6,2,8,7.76786088600546e-08,FALSE,FALSE,FALSE
"Gastrointestinal_symptom",1,0,1,0,FALSE,FALSE,FALSE
"Guillain_Barre_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Health_Services",1,0,1,0,FALSE,FALSE,FALSE
"Hydranencephaly_with_Renal_Aplasia_Dysplasia",1,0,1,0,FALSE,FALSE,FALSE
"Hypoxemic_Respiratory_Failure",1,0,1,0,FALSE,FALSE,FALSE
"Illness_finding",2,1,3,1.26478060559112e-09,FALSE,FALSE,FALSE
"Intervention_regimes",4,0,4,0,FALSE,FALSE,FALSE
"Medical_care",1,0,1,0,FALSE,FALSE,FALSE
"Multiple_Organ_Failure",4,1,5,2.92104092243663e-09,FALSE,FALSE,FALSE
"Multisystem_inflammatory_syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Myocarditis",4,5,9,2.44596052825019e-06,FALSE,FALSE,TRUE
"NEUROLOGIC_COMPLICATION",1,1,2,0,FALSE,FALSE,FALSE
"Neurologic_Symptoms",1,1,2,0,FALSE,FALSE,FALSE
"Patient_Discharge",1,0,1,0,FALSE,FALSE,FALSE
"Physical_Distancing",1,0,1,0,FALSE,FALSE,FALSE
"Pneumonia_Viral",1,0,1,0,FALSE,FALSE,FALSE
"Pulmonary_Embolism",4,2,6,5.45543422360203e-06,FALSE,FALSE,TRUE
"Respiratory_Distress_Syndrome_Adult",7,3,10,9.23414186397549e-06,FALSE,FALSE,TRUE
"Respiratory_Failure",4,2,6,1.35814379379312e-06,FALSE,FALSE,FALSE
"Respiratory_distress",1,1,2,0,FALSE,FALSE,FALSE
"Sequela_of_disorder",1,2,3,8.81412105592667e-08,FALSE,FALSE,FALSE
"Severe_Acute_Respiratory_Distress_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Severe_Acute_Respiratory_Syndrome",1,2,3,0,FALSE,FALSE,TRUE
"Severe_infection",1,1,2,0,FALSE,FALSE,FALSE
"Signs_and_Symptoms_Respiratory",1,0,1,0,FALSE,FALSE,FALSE
"Single_organ_dysfunction",1,1,2,0,FALSE,FALSE,FALSE
"Sleep",2,0,2,0,FALSE,FALSE,FALSE
"Smell_Perception",1,0,1,0,FALSE,FALSE,FALSE
"Subacute_thyroiditis",1,0,1,0,FALSE,FALSE,FALSE
"Takotsubo_Cardiomyopathy",2,0,2,0,FALSE,FALSE,FALSE
"Telemedicine",1,0,1,0,FALSE,FALSE,FALSE
"Thrombophilia",3,2,5,3.68885086255595e-05,FALSE,FALSE,TRUE
"follow_up",5,0,5,0,FALSE,FALSE,FALSE
"intensive_care",1,0,1,0,FALSE,FALSE,FALSE
"CRYGC_CRYGEP",0,3,3,0,FALSE,FALSE,FALSE
"CYP2E1_gene_CYP2E1",0,1,1,0,FALSE,FALSE,FALSE
"C_reactive_protein",0,2,2,0,FALSE,FALSE,FALSE
"Cachexia",1,1,2,0,FALSE,FALSE,FALSE
"Cadmium",0,33,33,0,FALSE,FALSE,FALSE
"Histopathology",4,1,5,1.31266924171686e-08,FALSE,FALSE,FALSE
"Injury_of_testis",1,0,1,0,FALSE,FALSE,FALSE
"Kidney_damage",1,0,1,0,FALSE,FALSE,FALSE
"Lesion",18,15,33,5.70238850095627e-05,FALSE,FALSE,FALSE
"Malignant_transformation",1,1,2,0,FALSE,FALSE,FALSE
"Renal_tubular_disorder",4,0,4,0,FALSE,FALSE,FALSE
"Teratogenesis",2,1,3,5.21721999806337e-08,FALSE,FALSE,FALSE
"Toxic_nephropathy",3,1,4,2.60860999903168e-08,FALSE,FALSE,FALSE
"genotoxicity",2,0,2,0,FALSE,FALSE,FALSE
"Cadmium_chloride",0,1,1,0,FALSE,FALSE,FALSE
"Caerulein",0,0,0,0,FALSE,FALSE,FALSE
"Caffeine",0,1,1,0,FALSE,FALSE,FALSE
"Calcineurin",0,2,2,0,FALSE,FALSE,FALSE
"Calcineurin_inhibitor",0,4,4,0,FALSE,FALSE,FALSE
"Pain_Disorder",1,0,1,0,FALSE,FALSE,FALSE
"Calcitonin_Gene_Related_Peptide",0,3,3,0,FALSE,FALSE,FALSE
"Calcitriol",0,1,1,0,FALSE,FALSE,FALSE
"Calcium",0,25,25,0,FALSE,FALSE,FALSE
"Contracture",3,0,3,0,FALSE,FALSE,FALSE
"Depressed_mood",14,1,15,2.40795155216052e-07,FALSE,FALSE,FALSE
"Diastasis",6,0,6,0,FALSE,FALSE,FALSE
"Dissociation",9,0,9,0,FALSE,FALSE,FALSE
"Hypercalciuria",2,0,2,0,FALSE,FALSE,FALSE
"Hyperparathyroidism_Secondary",3,0,3,0,FALSE,FALSE,FALSE
"Inactivation",11,0,11,0,FALSE,FALSE,FALSE
"Swelling",7,1,8,2.24340459916725e-07,FALSE,FALSE,FALSE
"Tension",6,0,6,0,FALSE,FALSE,FALSE
"Vascular_calcification",2,2,4,5.24482433667746e-08,FALSE,FALSE,TRUE
"calcification",1,0,1,0,FALSE,FALSE,FALSE
"Calcium_Chloride",0,1,1,0,FALSE,FALSE,FALSE
"Calcium_ion",0,1,1,0,FALSE,FALSE,FALSE
"Calcium_ionophore_A23187",0,1,1,0,FALSE,FALSE,FALSE
"Calculi",0,1,1,0,FALSE,FALSE,FALSE
"Campylobacter",0,0,0,0,FALSE,FALSE,FALSE
"Campylobacter_jejuni",0,0,0,0,FALSE,FALSE,FALSE
"Cancer_Predisposing_Gene",0,0,0,0,FALSE,FALSE,FALSE
"Cancer_Treatment",0,0,0,0,FALSE,FALSE,FALSE
"Candida_albicans",0,1,1,0,FALSE,FALSE,FALSE
"Candida_species",0,0,0,0,FALSE,FALSE,FALSE
