"Node","In_Degree","Out_Degree","Total_Degree","Betweenness","semtype","cui"
"2_amino_1_methyl_6_phenylimidazo_4_5_b_pyridine",0,1,1,0,NA,"C0045811"
"3MC",0,1,1,0,NA,"C0000431"
"3_4_Methylenedioxyamphetamine",0,1,1,0,NA,"C0000379"
"4_Nitroquinoline_1_oxide",0,1,1,0,NA,"C0000511"
"4_hydroxy_2_nonenal",0,1,1,0,NA,"C0048297"
"ABCC8",0,1,1,0,NA,"6833"
"ACTH_Syndrome_Ectopic",0,1,1,0,NA,"C0001231"
"ADAMTS",0,1,1,0,NA,"C1328825"
"ADAMTS13",0,1,1,0,NA,"11093"
"AES",0,1,1,0,NA,"166"
"AIDS_Associated_Nephropathy",0,1,1,0,NA,"C0078911"
"AMACR_wt_Allele",0,1,1,0,NA,"C1706779"
"ASPERGILLOSIS_INVASIVE",0,1,1,0,NA,"C0238013"
"ATP8A2",0,1,1,0,NA,"51761"
"A_23187",0,1,1,0,NA,"C0878412"
"Abruptio_Placentae",0,1,1,0,NA,"C0000832"
"Acetaldehyde",0,1,1,0,NA,"C0000966"
"Acetylcholinesterase",0,1,1,0,NA,"C0001044"
"Acetylmuramyl_Alanyl_Isoglutamine",0,1,1,0,NA,"C0001060"
"Acquired_hypothyroidism_NOS",0,1,1,0,NA,"C0700502"
"Acute_Disease",0,1,1,0,NA,"C0001314"
"Acute_Ischemic_Stroke",0,1,1,0,NA,"C5392833"
"Acute_Phase_Proteins",0,1,1,0,NA,"C0001347"
"Acute_Tubulointerstitial_Nephritis",0,1,1,0,NA,"C1843274"
"Acute_bronchiolitis_NOS",0,1,1,0,NA,"C0001311"
"Acute_chest_syndrome",0,1,1,0,NA,"C0742343"
"Acute_decompensated_heart_failure",0,1,1,0,NA,"C1608973"
"Acute_diarrhea",0,1,1,0,NA,"C0740441"
"Acute_failure",0,1,1,0,NA,"C0231176"
"Acute_gastroenteritis",0,1,1,0,NA,"C0267446"
"Acute_graft_versus_host_disease",0,1,1,0,NA,"C0867388"
"Acute_infectious_disease",0,1,1,0,NA,"C0275518"
"Acute_interstitial_nephritis",0,1,1,0,NA,"C0149937"
"Acute_myocardial_ischemia",0,1,1,0,NA,"C0746731"
"Acute_pulmonary_embolism",0,1,1,0,NA,"C2882221"
"Adenocarcinoma",0,1,1,0,NA,"C0001418"
"Adenosine_Triphosphate",0,1,1,0,NA,"C0001480"
"Adenovirus_Vector",0,1,1,0,NA,"C1510800"
"Adiponectin",0,1,1,0,NA,"C0389071"
"Secondary_hypocortisolism",1,0,1,0,NA,"C0271738"
"Adrenal_Gland_Hyperfunction",0,1,1,0,NA,"C0001622"
"Adrenal_carcinoma",0,1,1,0,NA,"C1370740"
"Adrenergic_alpha_Agonists",0,1,1,0,NA,"C0001640"
"Adrenocortical_hyperplasia",0,1,1,0,NA,"C0342494"
"Advance",0,1,1,0,NA,"C0725066"
"Adverse_reaction_to_drug",0,1,1,0,NA,"C0041755"
"Adverse_reactions",1,0,1,0,NA,"C0559546"
"Aeroallergen",0,1,1,0,NA,"C0001697"
"Aflatoxins",0,1,1,0,NA,"C0001734"
"Agar",0,1,1,0,NA,"C0001771"
"Bacteremia",0,1,1,0,NA,"C0004610"
"Creutzfeldt_Jakob_Syndrome",1,0,1,0,NA,"C0022336"
"Encephalopathy_Bovine_Spongiform",1,0,1,0,NA,"C0085209"
"Injury_of_stomach",1,0,1,0,NA,"C0434063"
"Scrapie",1,0,1,0,NA,"C0036457"
"mastitis",1,0,1,0,NA,"C0024894"
"Agrobacterium",0,1,1,0,NA,"C0001830"
"Air",0,1,1,0,NA,"C0001861"
"Alcoholic_Intoxication_Chronic",1,0,1,0,NA,"C0001973"
"Alfentanil",0,1,1,0,NA,"C0002026"
"Alkaloids",0,1,1,0,NA,"C0002062"
"Alkylating_Agents",0,1,1,0,NA,"C0002073"
"Alphaxolone",0,1,1,0,NA,"C0051482"
"Alprostadil",0,1,1,0,NA,"C0002335"
"Alteplase",0,1,1,0,NA,"C0032143"
"Althesin",0,1,1,0,NA,"C0002348"
"Memory_Loss",1,0,1,0,NA,"C0751295"
"Senile_dementia",1,0,1,0,NA,"C0011268"
"Amebiasis",0,1,1,0,NA,"C0002438"
"Amino_Acid_Substitution",1,0,1,0,NA,"C0525038"
"Amino_Acids",0,1,1,0,NA,"C0002520"
"Amiodarone",0,1,1,0,NA,"C0002598"
"Amphetamine",0,1,1,0,NA,"C0002658"
"Amphotericin_B",0,1,1,0,NA,"C0002679"
"Amputation",0,1,1,0,NA,"C0002688"
"neuron_death",1,0,1,0,NA,"C2754100"
"Cardiomyopathy_Restrictive",1,0,1,0,NA,"C0007196"
"Analgesic_nephropathy",0,1,1,0,NA,"C0149938"
"Analog",0,1,1,0,NA,"C0243071"
"Androgenetic_Alopecia",1,0,1,0,NA,"C0162311"
"Hirsutism",1,0,1,0,NA,"C0019572"
"ovarian_neoplasm",1,0,1,0,NA,"C0919267"
"Angiogenesis_Factor",0,1,1,0,NA,"C0002976"
"Angioplasty_Transluminal_Percutaneous_Coronary",0,1,1,0,NA,"C0002997"
"Angiotensin_Converting_Enzyme_Inhibitors",0,1,1,0,NA,"C0003015"
"Angiotensin_I",0,1,1,0,NA,"C0003006"
"Desire_for_food",1,0,1,0,NA,"C0003618"
"Vascular_proliferation",1,0,1,0,NA,"C0700080"
"cardiac_muscle_cell_hypertrophy",1,0,1,0,NA,"C2753269"
"fibroblast_proliferation",1,0,1,0,NA,"C1326347"
"Aniline",0,1,1,0,NA,"C0003036"
"Anorexia_Nervosa",0,1,1,0,NA,"C0003125"
"Anoxia",0,1,1,0,NA,"C0003130"
"Anti_Arrhythmia_Agents",0,1,1,0,NA,"C0003195"
"Antibodies_Anti_Idiotypic",0,1,1,0,NA,"C0003242"
"Anticoagulants",0,1,1,0,NA,"C0003280"
"Antiepileptic_Agents",0,1,1,0,NA,"C0003299"
"Antihypertensive_Agents",0,1,1,0,NA,"C0003364"
"Antiphospholipid_Antibodies",0,1,1,0,NA,"C0162595"
"Aortic_Rupture",0,1,1,0,NA,"C0003496"
"Aortic_coarctation",0,1,1,0,NA,"C0003492"
"Aortic_occlusion",0,1,1,0,NA,"C0596118"
"Aortocaval_fistula",0,1,1,0,NA,"C0265008"
"Apolipoprotein_E4",0,1,1,0,NA,"C0052201"
"Anti_diuresis",1,0,1,0,NA,"C0232826"
"Aromatic_Amines",0,1,1,0,NA,"C0682958"
"Ascorbic_Acid",0,1,1,0,NA,"C0003968"
"Aspergillosis",0,1,1,0,NA,"C0004030"
"Asphyxia_Neonatorum",0,1,1,0,NA,"C0004045"
"Aspiration_Pneumonia",0,1,1,0,NA,"C0032290"
"Aspiration_action",0,1,1,0,NA,"C0349707"
"Aspirin",0,1,1,0,NA,"C0004057"
"Cardioembolic_stroke",1,0,1,0,NA,"C1531624"
"Embolic_stroke",1,0,1,0,NA,"C0262469"
"Atrial_Premature_Complexes",0,1,1,0,NA,"C0033036"
"Aurothioglucose",0,1,1,0,NA,"C0018033"
"Autoantigens",0,1,1,0,NA,"C0004359"
"Autoimmune",0,1,1,0,NA,"C0443146"
"Avian_Sarcoma_Viruses",0,1,1,0,NA,"C0004429"
"Azathioprine",0,1,1,0,NA,"C0004482"
"Azoxymethane",0,1,1,0,NA,"C0004519"
"BAX_gene_BAX",0,1,1,0,NA,"C0812198"
"BMP1_PRCP_PGPEP1",0,1,1,0,NA,"649"
"B_HT920",0,1,1,0,NA,"C0283703"
"Bacillus_Calmette_Guerin",0,1,1,0,NA,"C0085957"
"Bacterial_Endocarditis",0,1,1,0,NA,"C0014121"
"Bacterial_product",0,1,1,0,NA,"C0304207"
"Bacterial_resistance",0,1,1,0,NA,"C0151521"
"Barbiturates",0,1,1,0,NA,"C0004745"
"Baresthesia",0,1,1,0,NA,"C0234222"
"Bariatric_Surgery",0,1,1,0,NA,"C1456587"
"Barium",0,1,1,0,NA,"C0004749"
"Bay_K_8644",0,1,1,0,NA,"C0004855"
"Betacoronavirus",0,1,1,0,NA,"C2806453"
"Bethanechol",0,1,1,0,NA,"C0053526"
"Beverages",0,1,1,0,NA,"C0005329"
"Biallelic_Mutation",0,1,1,0,NA,"C4329454"
"Bilateral_renal_artery_stenosis",0,1,1,0,NA,"C0856760"
"Biliary_Atresia",0,1,1,0,NA,"C0005411"
"Bladder_outlet_obstruction",0,1,1,0,NA,"C1562805"
"Blast",0,1,1,0,NA,"C0337026"
"Bleeding_varices",0,1,1,0,NA,"C0333106"
"Blood",0,1,1,0,NA,"C0005767"
"Blood_Pressure_Monitoring_Ambulatory",0,1,1,0,NA,"C0242876"
"Bombesin",0,1,1,0,NA,"C0005919"
"Borrelia_burgdorferi",0,1,1,0,NA,"C0006034"
"Brain_Diseases",0,1,1,0,NA,"C0006111"
"Brain_Ischemia",0,1,1,0,NA,"C0007786"
"Bronchiolitis_Obliterans",0,1,1,0,NA,"C0006272"
"Bronchopneumonia",0,1,1,0,NA,"C0006285"
"Butadiene",0,1,1,0,NA,"C0006469"
"CARDIAC_causes",0,1,1,0,NA,"C0741922"
"CAROTID_DISEASE",0,1,1,0,NA,"C0741975"
"CATALASE",0,1,1,0,NA,"C0007367"
"CCM1_gene_KRIT1",0,1,1,0,NA,"C1366433"
"CD48_wt_Allele",0,1,1,0,NA,"C4049611"
"CD4_gene_CD4",0,1,1,0,NA,"C1332714"
"CDKN1A_TCEAL1_NSG1_H3F3AP6",0,1,1,0,NA,"1026"
"Acute_Hypoxemic_Respiratory_Failure",1,0,1,0,NA,"C4039867"
"Acute_illness",1,0,1,0,NA,"C4061114"
"Challenge",1,0,1,0,NA,"C0805586"
"Childbirth",1,0,1,0,NA,"C1148523"
"Coitus",1,0,1,0,NA,"C0009253"
"Cytokine_Release_Syndrome",1,0,1,0,NA,"C0948245"
"Enrollment",1,0,1,0,NA,"C1516879"
"Fatigue",1,0,1,0,NA,"C0015672"
"Gastrointestinal_symptom",1,0,1,0,NA,"C0426576"
"Guillain_Barre_Syndrome",1,0,1,0,NA,"C0018378"
"Health_Services",1,0,1,0,NA,"C0018747"
"Hydranencephaly_with_Renal_Aplasia_Dysplasia",1,0,1,0,NA,"C1856053"
"Hypoxemic_Respiratory_Failure",1,0,1,0,NA,"C0340194"
"Medical_care",1,0,1,0,NA,"C0496675"
"Multisystem_inflammatory_syndrome",1,0,1,0,NA,"C5539184"
"Patient_Discharge",1,0,1,0,NA,"C0030685"
"Physical_Distancing",1,0,1,0,NA,"C5392135"
"Pneumonia_Viral",1,0,1,0,NA,"C0032310"
"Severe_Acute_Respiratory_Distress_Syndrome",1,0,1,0,NA,"C5419624"
"Signs_and_Symptoms_Respiratory",1,0,1,0,NA,"C0037090"
"Smell_Perception",1,0,1,0,NA,"C0037361"
"Subacute_thyroiditis",1,0,1,0,NA,"C0040149"
"Telemedicine",1,0,1,0,NA,"C0162648"
"intensive_care",1,0,1,0,NA,"C0085559"
"CYP2E1_gene_CYP2E1",0,1,1,0,NA,"C0919426"
"Injury_of_testis",1,0,1,0,NA,"C0347653"
"Kidney_damage",1,0,1,0,NA,"C1408258"
"Cadmium_chloride",0,1,1,0,NA,"C0054412"
"Caffeine",0,1,1,0,NA,"C0006644"
"Pain_Disorder",1,0,1,0,NA,"C0391976"
"Calcitriol",0,1,1,0,NA,"C0006674"
"calcification",1,0,1,0,NA,"C0175895"
"Calcium_Chloride",0,1,1,0,NA,"C0006686"
"Calcium_ion",0,1,1,0,NA,"C0596235"
"Calcium_ionophore_A23187",0,1,1,0,NA,"C0521966"
"Calculi",0,1,1,0,NA,"C0006736"
"Candida_albicans",0,1,1,0,NA,"C0006837"
"Candidate_Disease_Gene",0,1,1,0,NA,"C1332838"
"Cannabinoids",0,1,1,0,NA,"C0006864"
"Captopril",0,1,1,0,NA,"C0006938"
"Carbamylcholine",0,1,1,0,NA,"C0600175"
"Carbon_Monoxide",0,1,1,0,NA,"C0007018"
"Carbon_Monoxide_Poisoning",0,1,1,0,NA,"C0007020"
"Carbon_tetrachloride_homeopathic_preparation",0,1,1,0,NA,"C1613954"
"Carboplatin",0,1,1,0,NA,"C0079083"
"Carcinogenicity",0,1,1,0,NA,"C0858970"
"Cardiac_Tamponade",0,1,1,0,NA,"C0007177"
"Cardiac_embolism",0,1,1,0,NA,"C0442840"
"Cardiac_function",0,1,1,0,NA,"C0232164"
"Cardiac_resynchronisation_therapy",0,1,1,0,NA,"C1167956"
"Cardiac_sarcoidosis",0,1,1,0,NA,"C0392077"
"Cardiopulmonary_Arrest",0,1,1,0,NA,"C0600228"
"Cardiorespiratory_failure",0,1,1,0,NA,"C1444565"
"Cardiovascular_Pathology",0,1,1,0,NA,"C0741949"
"Cardiovascular_arteriosclerosis_unspecified",0,1,1,0,NA,"C0003972"
"Carotid_Artery_Diseases",0,1,1,0,NA,"C0007273"
"Carotid_artery_dissection",0,1,1,0,NA,"C0338585"
"Castration",0,1,1,0,NA,"C0007344"
"Myocardial_necrosis",1,0,1,0,NA,"C1442837"
"Catheterization",0,1,1,0,NA,"C0007430"
"Cathodal_opening_clonus",0,1,1,0,NA,"C0231538"
"Cell_Adhesion_Molecules",0,1,1,0,NA,"C0007578"
"Cell_fusing_agent_virus",0,1,1,0,NA,"C1003714"
"Central_venous_catheter",0,1,1,0,NA,"C1145640"
"Ceramides",0,1,1,0,NA,"C0007745"
"Cerebral_Small_Vessel_Diseases",0,1,1,0,NA,"C2733158"
"Cerebral_herniation",0,1,1,0,NA,"C0553686"
"Cerebral_venous_sinus_thrombosis",0,1,1,0,NA,"C0338573"
"Hemiplegia",1,0,1,0,NA,"C0018991"
"MOTOR_DEFICIT",1,0,1,0,NA,"C0746626"
"Neurological_morbidity",1,0,1,0,NA,"C1301721"
"Paresis",1,0,1,0,NA,"C0030552"
"Physical_disability",1,0,1,0,NA,"C0520817"
"Cervical_Ripening",0,1,1,0,NA,"C0600454"
"Chagas_Cardiomyopathy",0,1,1,0,NA,"C0007930"
"Chemotherapeutic_agent",0,1,1,0,NA,"C0729502"
"Chickenpox",0,1,1,0,NA,"C0008049"
"Chlamydia_trachomatis",0,1,1,0,NA,"C0008151"
"Chlamydophila_pneumoniae",0,1,1,0,NA,"C0085504"
"Chloroform",0,1,1,0,NA,"C0008238"
"Chloroquine",0,1,1,0,NA,"C0008269"
"Cholangitis",0,1,1,0,NA,"C0008311"
"Cholecalciferol",0,1,1,0,NA,"C0008318"
"Cholecystokinin",0,1,1,0,NA,"C0008328"
"Cholelithiasis",1,0,1,0,NA,"C0008350"
"Cholera",0,1,1,0,NA,"C0008354"
"Cholesterol_Dietary",0,1,1,0,NA,"C0008395"
"Cholesterol_crystals",0,1,1,0,NA,"C1261104"
"Chondrectomy_of_semilunar_cartilage_of_knee",0,1,1,0,NA,"C0187901"
"Chronic_Childhood_Arthritis",0,1,1,0,NA,"C0553662"
"Chronic_cerebral_ischemia",0,1,1,0,NA,"C0265116"
"Chronic_disease_of_respiratory_system",0,1,1,0,NA,"C0264220"
"Chronic_failure",0,1,1,0,NA,"C0231178"
"Chronic_graft_versus_host_disease",0,1,1,0,NA,"C0867389"
"Chronic_low_back_pain",0,1,1,0,NA,"C0457949"
"Chronic_rejection_of_renal_transplant",0,1,1,0,NA,"C0403592"
"Chymosin_REN",0,1,1,0,NA,"C0035100"
"Citrobacter_rodentium",0,1,1,0,NA,"C0887836"
"Clamp",0,1,1,0,NA,"C0175721"
"Clenbuterol",0,1,1,0,NA,"C0008932"
"Clipping",0,1,1,0,NA,"C1283066"
"Clostridium_difficile_infection",0,1,1,0,NA,"C0343386"
"Hepatic_ischaemia",1,0,1,0,NA,"C0920569"
"Spinal_Cord_Ischemia",1,0,1,0,NA,"C0752130"
"Warm_Ischemia",1,0,1,0,NA,"C1567664"
"Clozapine",0,1,1,0,NA,"C0009079"
"Coagulation_procedure",0,1,1,0,NA,"C0441509"
"Paranoia",1,0,1,0,NA,"C1456784"
"Stereotyped_Behavior",1,0,1,0,NA,"C0038271"
"Cold_injury",0,1,1,0,NA,"C1306570"
"Colforsin",0,1,1,0,NA,"C0917964"
"Complement_Membrane_Attack_Complex_C5",0,1,1,0,NA,"C0009545"
"Birth",1,0,1,0,NA,"C0005615"
"Vision",1,0,1,0,NA,"C0042789"
"Complication_hemorrhage",0,1,1,0,NA,"C0940931"
"Complication_infection",0,1,1,0,NA,"C0940933"
"Compound_48_80",0,1,1,0,NA,"C0009574"
"Spinal_Cord_Diseases",1,0,1,0,NA,"C0037928"
"Concanavalin_A",0,1,1,0,NA,"C0009630"
"Drug_Resistant_Epilepsy",1,0,1,0,NA,"C1096063"
"Congenital_Heart_Defects",0,1,1,0,NA,"C0018798"
"Congenital_anomaly_of_the_urinary_tract",0,1,1,0,NA,"C0158698"
"effusion",1,0,1,0,NA,"C0013687"
"Conn_Adenoma",0,1,1,0,NA,"C0009777"
"Endocrine_hypertension",1,0,1,0,NA,"C0264641"
"Contact_Lenses",0,1,1,0,NA,"C0009836"
"Contaminant",0,1,1,0,NA,"C2827365"
"Contraceptives_Oral",0,1,1,0,NA,"C0009905"
"Muscular_Dystrophy_Facioscapulohumeral",1,0,1,0,NA,"C0238288"
"Urination",1,0,1,0,NA,"C0042034"
"Cor_pulmonale",0,1,1,0,NA,"C0034072"
"Coronary_Artery_Dissection_Spontaneous",0,1,1,0,NA,"C1852540"
"Coronary_Thrombosis",0,1,1,0,NA,"C0010072"
"Coronary_angiography",0,1,1,0,NA,"C0085532"
"Coronary_artery_embolism",0,1,1,0,NA,"C0264686"
"Corticotropin_Releasing_Hormone",0,1,1,0,NA,"C0010132"
"Coughing",0,1,1,0,NA,"C0010200"
"Craniocerebral_Trauma",0,1,1,0,NA,"C0018674"
"Crush_syndrome",0,1,1,0,NA,"C0010392"
"Crystal_Structure",0,1,1,0,NA,"C0444626"
"Crystal_human_material",0,1,1,0,NA,"C0427896"
"Culture_Media_Conditioned",0,1,1,0,NA,"C0162518"
"Curcumin",0,1,1,0,NA,"C0010467"
"Gingival_Hyperplasia",1,0,1,0,NA,"C0017566"
"Renal_impairment",1,0,1,0,NA,"C0341697"
"UNRESPONSIVENESS",1,0,1,0,NA,"C0241526"
"Cytarabine",0,1,1,0,NA,"C0010711"
"Cytochrome_P450",0,1,1,0,NA,"C0010762"
"Cytomegalovirus_Infections",0,1,1,0,NA,"C0010823"
"Cytotoxic_agent",0,1,1,0,NA,"C0304497"
"DELETION",0,1,1,0,NA,"C1442161"
"DHPS_gene_DHPS",0,1,1,0,NA,"C1367701"
"DOCA",0,1,1,0,NA,"C0011123"
"D_Aspartate",0,1,1,0,NA,"C0949756"
"D_Pulmonary_hemorrhage",0,1,1,0,NA,"C0151701"
"D_Respiratory_arrest",0,1,1,0,NA,"C0162297"
"Daunorubicin",0,1,1,0,NA,"C0011015"
"Decapitation",0,1,1,0,NA,"C0152232"
"Decrease_in_appetite",0,1,1,0,NA,"C0232462"
"Degenerative_disc_disease_NOS",0,1,1,0,NA,"C0158266"
"Demyelinating_Diseases",0,1,1,0,NA,"C0011303"
"Deoxycorticosterone",0,1,1,0,NA,"C0011710"
"Bone_fragile",1,0,1,0,NA,"C0858714"
"Muscle_fiber_atrophy",1,0,1,0,NA,"C0333751"
"osteoblast_differentiation",1,0,1,0,NA,"C1159974"
"Dexmedetomidine",0,1,1,0,NA,"C0113293"
"Dextran_Sulfate",0,1,1,0,NA,"C0079224"
"Embryopathies",1,0,1,0,NA,"C0013949"
"Testicular_dysfunction",1,0,1,0,NA,"C0405581"
"Autonomic_neuropathy",1,0,1,0,NA,"C0259749"
"Diamide",0,1,1,0,NA,"C0011953"
"Diarrheal_disorder",0,1,1,0,NA,"C1290807"
"Dichlorvos",0,1,1,0,NA,"C0012087"
"Cholesterol_gallstones",1,0,1,0,NA,"C0856727"
"Colorectal_Cancer",1,0,1,0,NA,"C1527249"
"Hepatocarcinogenesis",1,0,1,0,NA,"C1512409"
"Ketosis",1,0,1,0,NA,"C0022638"
"Malignant_tumor_of_colon",1,0,1,0,NA,"C0007102"
"Prediabetes_syndrome",1,0,1,0,NA,"C0362046"
"Rodent_Model",1,0,1,0,NA,"C1519106"
"Lipid_Metabolism_Disorders",1,0,1,0,NA,"C0154251"
"Diet_Western",0,1,1,0,NA,"C3849996"
"Dietary_restriction_NOS",0,1,1,0,NA,"C0425422"
"Diffusion",0,1,1,0,NA,"C0012222"
"Digoxin",0,1,1,0,NA,"C0012265"
"Dihydroxycholecalciferols",0,1,1,0,NA,"C0012328"
"Diltiazem",0,1,1,0,NA,"C0012373"
"Dimethoate",0,1,1,0,NA,"C0012393"
"Dinoprost",0,1,1,0,NA,"C0012471"
"Dioxins",0,1,1,0,NA,"C0012503"
"Diquat",0,1,1,0,NA,"C0012589"
"Acute_onset_pain",1,0,1,0,NA,"C0184567"
"Anemia_Hemolytic",1,0,1,0,NA,"C0002878"
"BONE_MASS",1,0,1,0,NA,"C0238806"
"Bronchiectasis",1,0,1,0,NA,"C0006267"
"Claudication",1,0,1,0,NA,"C1456822"
"Consultation",1,0,1,0,NA,"C0009818"
"Cytopenia",1,0,1,0,NA,"C0010828"
"Dystonia",1,0,1,0,NA,"C0013421"
"End_stage_liver_disease",0,1,1,0,NA,"C0745744"
"Equilibrium",1,0,1,0,NA,"C0014653"
"Fatal_Outcome",1,0,1,0,NA,"C0206277"
"Health_Care",1,0,1,0,NA,"C0086388"
"Hemoptysis",0,1,1,0,NA,"C0019079"
"Homeostasis",1,0,1,0,NA,"C0019868"
"Hyperammonemia",0,1,1,0,NA,"C0220994"
"Hypercapnic_respiratory_failure",0,1,1,0,NA,"C0398353"
"Infarction_Lacunar",0,1,1,0,NA,"C0333559"
"Metabolism",1,0,1,0,NA,"C0025519"
"Nausea",1,0,1,0,NA,"C0027497"
"Neuralgia",1,0,1,0,NA,"C0027796"
"Organ_failure",0,1,1,0,NA,"C0948600"
"Osteomyelitis",1,0,1,0,NA,"C0029443"
"Procedures",1,0,1,0,NA,"C0184661"
"Respiratory_Insufficiency",0,1,1,0,NA,"C0035229"
"Sleep_disturbances",1,0,1,0,NA,"C0037317"
"Tooth_Loss",1,0,1,0,NA,"C0080233"
"skin_disorder",1,0,1,0,NA,"C0037274"
"Disease_Outbreaks",0,1,1,0,NA,"C0012652"
"Disks",0,1,1,0,NA,"C0180459"
"Disorder_of_circulatory_system",0,1,1,0,NA,"C0728936"
"Dissecting_hemorrhage",0,1,1,0,NA,"C0333288"
"Schizophrenia",1,0,1,0,NA,"C0036341"
"Dopamine_Receptor",0,1,1,0,NA,"C0034798"
"Fluoride_Poisoning",1,0,1,0,NA,"C0016325"
"Drug_Delivery_Systems",0,1,1,0,NA,"C0085104"
"Drug_eluting_stent",0,1,1,0,NA,"C1322815"
"Dyes",0,1,1,0,NA,"C0013343"
"Dysplasia_of_kidney_NOS",0,1,1,0,NA,"C0266313"
"EFS",0,1,1,0,NA,"10278"
"Eating_Disorders",0,1,1,0,NA,"C0013473"
"Echocardiography",0,1,1,0,NA,"C0013516"
"Eclampsia",0,1,1,0,NA,"C0013537"
"Ecosystem",0,1,1,0,NA,"C0162358"
"Ectopic_ACTH_POMC",0,1,1,0,NA,"C0444629"
"Ectopic_production_of_endocrine_substance",0,1,1,0,NA,"C0301815"
"Egg_Food_Product",0,1,1,0,NA,"C0013710"
"Elastases",0,1,1,0,NA,"C0699918"
"Electric_stimulation_technique",0,1,1,0,NA,"C0013786"
"Electrocardiogram",0,1,1,0,NA,"C0013798"
"Elements",0,1,1,0,NA,"C0013879"
"Spinal_cord_infarction",1,0,1,0,NA,"C0748902"
"Embolism_Cholesterol",0,1,1,0,NA,"C0149649"
"Embolism_Fat",0,1,1,0,NA,"C0013928"
"Encephalomyocarditis_virus",0,1,1,0,NA,"C0014080"
"Endocarditis",0,1,1,0,NA,"C0014118"
"Endometriosis_site_unspecified",1,0,1,0,NA,"C0014175"
"Corneal_edema",1,0,1,0,NA,"C0010037"
"Endothelin_3",0,1,1,0,NA,"C0079283"
"Enflurane",0,1,1,0,NA,"C0014277"
"Enlargement_of_tonsil_or_adenoid",0,1,1,0,NA,"C0155829"
"Enterocolitis",0,1,1,0,NA,"C0014356"
"Enterocolitis_Necrotizing",0,1,1,0,NA,"C0520459"
"Enterotoxigenic_Escherichia_coli",0,1,1,0,NA,"C0580797"
"Enzyme_Deficiency",1,0,1,0,NA,"C0149676"
"Respiratory_Burst",1,0,1,0,NA,"C0085416"
"conjugation",1,0,1,0,NA,"C1160466"
"Epidermal_Growth_Factor_EGF",0,1,1,0,NA,"C0242275"
"Acute_pulmonary_edema_unspecified",1,0,1,0,NA,"C0155919"
"Epirubicin",0,1,1,0,NA,"C0014582"
"Ergotamine",0,1,1,0,NA,"C0014710"
"Erythromycin",0,1,1,0,NA,"C0014806"
"Erythrocytosis",1,0,1,0,NA,"C1527405"
"Red_Cell_Aplasia_Pure",1,0,1,0,NA,"C0034902"
"Esters",0,1,1,0,NA,"C0014898"
"Endometrial_Carcinoma",1,0,1,0,NA,"C0476089"
"Endometrial_Hyperplasia",1,0,1,0,NA,"C0014173"
"Feminization",1,0,1,0,NA,"C0015799"
"Gynecomastia",1,0,1,0,NA,"C0018418"
"Kidney_Neoplasms",1,0,1,0,NA,"C0022665"
"Lordosis",1,0,1,0,NA,"C0024003"
"Malignant_neoplasm_of_endometrium",1,0,1,0,NA,"C0007103"
"Mammary_Neoplasms",1,0,1,0,NA,"C1458155"
"Prolactinoma",1,0,1,0,NA,"C0033375"
"Receptiveness",1,0,1,0,NA,"C0518606"
"Abnormal_coordination",1,0,1,0,NA,"C0520966"
"Acute_ulcer",1,0,1,0,NA,"C0333295"
"Aggressive_behavior",1,0,1,0,NA,"C0001807"
"Asleep",1,0,1,0,NA,"C0424522"
"Blood_alcohol_concentration",1,0,1,0,NA,"C0684262"
"Cytoprotection",1,0,1,0,NA,"C0524828"
"Fetal_Alcohol_Syndrome",1,0,1,0,NA,"C0015923"
"Fetal_Diseases",1,0,1,0,NA,"C0015929"
"Flushing",1,0,1,0,NA,"C0016382"
"Gastric_erosions",1,0,1,0,NA,"C0341177"
"Gastric_mucosal_lesion",1,0,1,0,NA,"C0854441"
"Gastritis",1,0,1,0,NA,"C0017152"
"Hepatic_pathology",1,0,1,0,NA,"C0857357"
"Injury_of_pancreas",1,0,1,0,NA,"C0273163"
"Lesion_of_liver",1,0,1,0,NA,"C0577053"
"Mental_Retardation",1,0,1,0,NA,"C0025362"
"Microcephaly",1,0,1,0,NA,"C0025958"
"Narcosis",1,0,1,0,NA,"C0234447"
"Physical_addiction",1,0,1,0,NA,"C0278080"
"Violence",1,0,1,0,NA,"C0042693"
"biological_adaptation_to_stress",1,0,1,0,NA,"C0149784"
"Ethylnitrosourea",0,1,1,0,NA,"C0015111"
"Etomidate",0,1,1,0,NA,"C0015131"
"Etoposide",0,1,1,0,NA,"C0015133"
"Short_Bowel_Syndrome",1,0,1,0,NA,"C0036992"
"Excitatory_Amino_Acids",0,1,1,0,NA,"C0243046"
"Exercise_stress_test",0,1,1,0,NA,"C0015260"
"Exhaustion",0,1,1,0,NA,"C0392674"
"Exsanguination",0,1,1,0,NA,"C0232100"
"Extracellular_Matrix_Proteins",0,1,1,0,NA,"C0079323"
"Extracorporeal_Circulation",0,1,1,0,NA,"C0015354"
"FAS",0,1,1,0,NA,"355"
"FLVCR1",0,1,1,0,NA,"28982"
"Familial_hypocalciuric_hypercalcemia",0,1,1,0,NA,"C0342637"
"Fat_diet",0,1,1,0,NA,"C0301585"
"Fentanyl",0,1,1,0,NA,"C0015846"
"Fetal_Membranes_Premature_Rupture",0,1,1,0,NA,"C0015944"
"Fibromyalgia",0,1,1,0,NA,"C0016053"
"Esophageal_Varices",1,0,1,0,NA,"C0014867"
